variable_id,source_domain,name,primary_research_domain,secondary_research_domains,default_method_families,timing,preferred_source,measurement_requirements,inference_boundary
MET-005,Methodological / statistical integrity,Confounder set provenance,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-006,Methodological / statistical integrity,Mediator set provenance,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-007,Methodological / statistical integrity,Collider exclusion check,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-008,Methodological / statistical integrity,Selection mechanism model,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-009,Methodological / statistical integrity,Missing-data mechanism assumption,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-010,Methodological / statistical integrity,Multiple-imputation diagnostics,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-011,Methodological / statistical integrity,Attrition rate,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-012,Methodological / statistical integrity,Inverse-probability weighting diagnostics,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-013,Methodological / statistical integrity,Cluster/site intraclass correlation,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-014,Methodological / statistical integrity,Site-level random effect,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-015,Methodological / statistical integrity,Clinician-level random effect,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-016,Methodological / statistical integrity,Family-level random effect,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-017,Methodological / statistical integrity,Repeated-measures correlation,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-018,Methodological / statistical integrity,Measurement invariance by autism status,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-019,Methodological / statistical integrity,Measurement invariance by age,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-020,Methodological / statistical integrity,Measurement invariance by sex recorded at birth,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-021,Methodological / statistical integrity,Measurement invariance by language/culture,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-022,Methodological / statistical integrity,Negative-control exposure result,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-023,Methodological / statistical integrity,Negative-control outcome result,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-024,Methodological / statistical integrity,Placebo-time test result,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-025,Methodological / statistical integrity,Pretrend test result for difference-in-differences,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-026,Methodological / statistical integrity,Sensitivity to unmeasured confounding,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-027,Methodological / statistical integrity,E-value or equivalent sensitivity metric where appropriate,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-028,Methodological / statistical integrity,Specification-curve robustness,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-029,Methodological / statistical integrity,Multiverse-analysis robustness,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-030,Methodological / statistical integrity,Alternative DAG robustness,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-031,Methodological / statistical integrity,Propensity overlap/positivity diagnostics,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-032,Methodological / statistical integrity,Model calibration,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-033,Methodological / statistical integrity,Model discrimination,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-034,Methodological / statistical integrity,Out-of-sample validation,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-035,Methodological / statistical integrity,External replication status,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-036,Methodological / statistical integrity,Preregistration status,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-037,Methodological / statistical integrity,Protocol-deviation register,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-038,Methodological / statistical integrity,Multiplicity correction method,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-039,Methodological / statistical integrity,False-discovery rate,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-040,Methodological / statistical integrity,Primary alpha,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-041,Methodological / statistical integrity,Confidence interval level,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-042,Methodological / statistical integrity,Bayesian prior specification where used,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-043,Methodological / statistical integrity,Posterior sensitivity to prior,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-044,Methodological / statistical integrity,Bayes factor where used,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-045,Methodological / statistical integrity,Minimal clinically important effect,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-046,Methodological / statistical integrity,Statistical power target,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-047,Methodological / statistical integrity,Effective sample size,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-048,Methodological / statistical integrity,Design effect due to clustering,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-049,Methodological / statistical integrity,Attrition-inflated recruitment target,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-050,Methodological / statistical integrity,Subgroup interaction power,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-051,Methodological / statistical integrity,Rare-event count,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-052,Methodological / statistical integrity,Events-per-parameter/effective model complexity,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-053,Methodological / statistical integrity,Penalisation/shrinkage method,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-054,Methodological / statistical integrity,Held-out test set status,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-055,Methodological / statistical integrity,Data leakage audit,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-056,Methodological / statistical integrity,Algorithmic fairness subgroup calibration,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-057,Methodological / statistical integrity,Transportability assessment,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-058,Methodological / statistical integrity,Causal identification grade,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-059,Methodological / statistical integrity,Evidence-adjudication vector,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
MET-060,Methodological / statistical integrity,Claim ceiling based on weakest evidence dimension,METHODS_META_RESEARCH,,SPECIFICATION_CURVE_MULTIVERSE;MISSINGNESS_MECHANISM_DIAGNOSTICS;PROBABILISTIC_BIAS_ANALYSIS;MULTI_ANALYST_REPLICATION,Study-level,Protocol / statistical analysis plan / OSL trace,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Statistical significance or model fit cannot substitute for causal identification
PSYCHDYN-001,Psychodynamic / identity-process constructs,Attachment security/insecurity,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-002,Psychodynamic / identity-process constructs,Identity integration versus diffusion,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-003,Psychodynamic / identity-process constructs,Self-concept clarity,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-004,Psychodynamic / identity-process constructs,Mentalization/reflective-function capacity,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-005,Psychodynamic / identity-process constructs,Affect regulation style,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-006,Psychodynamic / identity-process constructs,Experiential avoidance,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
