variable_id,variable_domain,variable_name,preferred_source_declared_in_ontology,primary_source_ids,secondary_source_ids,primary_source_data_types,access_classes,acquisition_phase,timing_requirement,sensitivity,linkage_note
MET-041,Methodological / statistical integrity,Confidence interval level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-042,Methodological / statistical integrity,Bayesian prior specification where used,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-043,Methodological / statistical integrity,Posterior sensitivity to prior,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-044,Methodological / statistical integrity,Bayes factor where used,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-045,Methodological / statistical integrity,Minimal clinically important effect,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-046,Methodological / statistical integrity,Statistical power target,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-047,Methodological / statistical integrity,Effective sample size,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-048,Methodological / statistical integrity,Design effect due to clustering,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-049,Methodological / statistical integrity,Attrition-inflated recruitment target,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-050,Methodological / statistical integrity,Subgroup interaction power,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-051,Methodological / statistical integrity,Rare-event count,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-052,Methodological / statistical integrity,Events-per-parameter/effective model complexity,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-053,Methodological / statistical integrity,Penalisation/shrinkage method,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-054,Methodological / statistical integrity,Held-out test set status,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-055,Methodological / statistical integrity,Data leakage audit,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-056,Methodological / statistical integrity,Algorithmic fairness subgroup calibration,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-057,Methodological / statistical integrity,Transportability assessment,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-058,Methodological / statistical integrity,Causal identification grade,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-059,Methodological / statistical integrity,Evidence-adjudication vector,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
MET-060,Methodological / statistical integrity,Claim ceiling based on weakest evidence dimension,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Study registration, interventions, outcomes, status, results where posted | Prospective registrations and amendments for systematic reviews | Time-stamped preregistrations, registrations, linked project files",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Study-level,Low,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-001,Psychodynamic / identity-process constructs,Attachment security/insecurity,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-002,Psychodynamic / identity-process constructs,Identity integration versus diffusion,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-003,Psychodynamic / identity-process constructs,Self-concept clarity,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-004,Psychodynamic / identity-process constructs,Mentalization/reflective-function capacity,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-005,Psychodynamic / identity-process constructs,Affect regulation style,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-006,Psychodynamic / identity-process constructs,Experiential avoidance,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-007,Psychodynamic / identity-process constructs,Dissociative symptoms,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-008,Psychodynamic / identity-process constructs,Depersonalisation/derealisation,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-009,Psychodynamic / identity-process constructs,Body-self integration,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-010,Psychodynamic / identity-process constructs,Shame proneness,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-011,Psychodynamic / identity-process constructs,Internalised stigma,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-012,Psychodynamic / identity-process constructs,Defence-style profile where validly measured,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-013,Psychodynamic / identity-process constructs,Interpersonal dependency,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-014,Psychodynamic / identity-process constructs,Fear of abandonment,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-015,Psychodynamic / identity-process constructs,Need for belonging,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-016,Psychodynamic / identity-process constructs,Idealisation/devaluation tendencies where clinically assessed,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-017,Psychodynamic / identity-process constructs,Parent-child enmeshment/autonomy balance,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-018,Psychodynamic / identity-process constructs,Separation-individuation difficulties,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-019,Psychodynamic / identity-process constructs,Family conflict around identity/autonomy,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-020,Psychodynamic / identity-process constructs,Clinician countertransference rating in research setting,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-021,Psychodynamic / identity-process constructs,Therapeutic alliance,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-022,Psychodynamic / identity-process constructs,Alliance rupture/repair events,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-023,Psychodynamic / identity-process constructs,Narrative identity coherence,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-024,Psychodynamic / identity-process constructs,Narrative discontinuity across developmental periods,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-025,Psychodynamic / identity-process constructs,Meaning attributed to bodily distress,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-026,Psychodynamic / identity-process constructs,Meaning attributed to puberty,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-027,Psychodynamic / identity-process constructs,Meaning attributed to gender labels,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-028,Psychodynamic / identity-process constructs,Meaning attributed to medical transition,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-029,Psychodynamic / identity-process constructs,Expectancy of psychological relief from intervention,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-030,Psychodynamic / identity-process constructs,Nocebo/negative expectancy about non-intervention,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-031,Psychodynamic / identity-process constructs,Placebo/context expectancy effects,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-032,Psychodynamic / identity-process constructs,Prior identity instability across non-gender domains,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-033,Psychodynamic / identity-process constructs,Trauma-related identity disruption hypothesis marker,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-034,Psychodynamic / identity-process constructs,Psychodynamic formulation present in clinical record,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSYCHDYN-035,Psychodynamic / identity-process constructs,Competing psychodynamic formulation independently reviewed,PRO / structured interview / consented transcript / clinical formulation,DS064,DS018;DS020,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Baseline and repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-001,"Selection, disclosure and reverse-causation falsifiers",Baseline gender-related distress before measured social/digital exposure,EHR / participant,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Pre-exposure,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-002,"Selection, disclosure and reverse-causation falsifiers",Baseline gender-related questioning/exploration before measured exposure,participant / historical record,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Pre-exposure,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-003,"Selection, disclosure and reverse-causation falsifiers",Date/time of first active search for gender-related material,consented search history / participant,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Historical/Prospective,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-004,"Selection, disclosure and reverse-causation falsifiers",Date/time of first algorithm-initiated recommendation exposure,consented platform export,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Prospective/Historical,High,Candidate source mapping only; verify field-level availability and construct validity before application.
