variable_id,domain,canonical_name,candidate_causal_role,measurement_type,unit_or_encoding,temporal_anchor,preferred_source,candidate_primary_source_ids,candidate_secondary_source_ids,access_classes,privacy_class,participant_consent_rule,minimum_quality_gate,missingness_rule,linkage_rule,provenance_required,inference_boundary,acquisition_status
HIST-008,Historical psychiatric / policy corpus,Age/developmental criteria over time,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-009,Historical psychiatric / policy corpus,Pathologisation/depathologisation language score,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-010,Historical psychiatric / policy corpus,Aetiological language score,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-011,Historical psychiatric / policy corpus,Biological explanation prevalence in corpus,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-012,Historical psychiatric / policy corpus,Psychosocial explanation prevalence in corpus,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-013,Historical psychiatric / policy corpus,Social-influence explanation prevalence in corpus,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-014,Historical psychiatric / policy corpus,Minority-stress explanation prevalence in corpus,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-015,Historical psychiatric / policy corpus,Treatment recommendation language over time,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-016,Historical psychiatric / policy corpus,Watchful-waiting/exploratory language prevalence,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-017,Historical psychiatric / policy corpus,Certainty/uncertainty language over time,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-018,Historical psychiatric / policy corpus,Differential-diagnosis emphasis over time,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-019,Historical psychiatric / policy corpus,Autism/neurodevelopment mention prevalence,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-020,Historical psychiatric / policy corpus,Trauma/psychiatric-comorbidity mention prevalence,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-021,Historical psychiatric / policy corpus,Family/social-context mention prevalence,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-022,Historical psychiatric / policy corpus,Shared-decision-making language prevalence,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-023,Historical psychiatric / policy corpus,Guideline evidence-grading standard in force,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-024,Historical psychiatric / policy corpus,Guideline conflict-of-interest standard in force,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-025,Historical psychiatric / policy corpus,Medical-school/training curriculum exposure where obtainable,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-026,Historical psychiatric / policy corpus,Professional training-module language over time,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-027,Historical psychiatric / policy corpus,NHS service-specification version,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-028,Historical psychiatric / policy corpus,Government policy version,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-029,Historical psychiatric / policy corpus,Commissioning-policy version,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-030,Historical psychiatric / policy corpus,Legal/judicial policy environment,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-031,Historical psychiatric / policy corpus,Media salience index by month/year,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-032,Historical psychiatric / policy corpus,Professional-body statement volume,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-033,Historical psychiatric / policy corpus,Terminology semantic-shift embedding distance,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-034,Historical psychiatric / policy corpus,Guideline semantic-shift embedding distance,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-035,Historical psychiatric / policy corpus,Policy-to-clinical-documentation terminology lag,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-036,Historical psychiatric / policy corpus,Policy-to-referral-rate lag,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
